Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andrew Wiggins,32:16,7,18,.389,2,6,.333,2,2,1.000,2,5,7,4,1,0,1,3,18,+15
Draymond Green,32:15,2,5,.400,0,0,,1,2,.500,0,9,9,9,0,1,4,0,5,+22
Stephen Curry,31:21,11,21,.524,6,13,.462,6,7,.857,0,4,4,7,1,0,3,2,34,+24
Kent Bazemore,30:17,5,7,.714,3,5,.600,0,0,,0,6,6,1,0,0,0,3,13,+6
Kevon Looney,27:22,1,3,.333,0,0,,0,0,,3,7,10,2,1,0,0,1,2,+5
Juan Toscano-Anderson,32:23,3,6,.500,1,4,.250,0,0,,1,8,9,8,0,0,2,3,7,+19
Jordan Poole,26:20,4,11,.364,0,6,.000,6,7,.857,1,3,4,3,0,0,1,3,14,+17
Mychal Mulder,19:46,9,15,.600,7,13,.538,0,0,,0,0,0,1,0,0,0,4,25,+5
Alen Smailagić,3:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-4
Nico Mannion,3:59,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,0,0,-4
