Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DAL,1,240,44,96,.458,21,47,.447,25,30,.833,15,32,47,27,5,0,14,19,134
GSW,0,240,46,86,.535,20,45,.444,20,23,.870,6,34,40,27,11,4,16,24,132
