Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Rudy Gobert,34:35,.922,1.000,.000,.500,2.5,13.5,7.2,10.7,1.4,10.7,17.0,14.3,145,106,6.2
Royce O'Neale,34:02,.500,.500,.833,.000,7.6,24.1,14.5,16.5,1.5,0.0,14.3,8.6,122,110,0.6
Joe Ingles,33:32,.336,.321,.929,.143,2.6,14.0,7.4,13.1,0.0,3.7,6.3,19.9,82,113,-6.6
Mike Conley,31:47,.613,.605,.474,.263,5.4,25.8,14.0,48.3,0.0,3.9,15.9,33.3,115,111,9.4
Bojan Bogdanović,29:04,.274,.136,.636,.364,0.0,4.0,1.7,0.0,3.4,0.0,13.6,21.3,56,110,-13.9
Jordan Clarkson,26:27,.311,.275,.500,.100,6.5,8.9,7.5,52.0,3.7,0.0,4.6,34.7,91,108,-0.6
Georges Niang,24:23,.589,.545,.818,.182,10.5,9.6,10.1,0.0,2.0,0.0,0.0,20.4,132,112,5.2
Derrick Favors,13:25,1.000,1.000,.000,.000,25.6,34.9,29.5,0.0,0.0,9.2,0.0,3.1,222,105,-1.8
Ersan İlyasova,11:10,.800,.800,.800,.000,0.0,21.0,8.9,0.0,8.9,0.0,0.0,18.8,147,92,13.8
Trent Forrest,1:35,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-21.9
