Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Seth Curry,38:01,2,11,.182,1,5,.200,4,4,1.000,0,4,4,0,0,0,3,2,9,+15
Danny Green,37:04,4,10,.400,4,8,.500,1,3,.333,0,2,2,5,0,0,0,2,13,+19
Tobias Harris,36:47,9,16,.563,1,2,.500,3,4,.750,3,9,12,7,0,0,4,4,22,+22
Matisse Thybulle,36:39,1,3,.333,0,2,.000,0,0,,0,3,3,2,1,3,1,2,2,+16
Joel Embiid,35:16,17,26,.654,1,2,.500,15,17,.882,6,11,17,5,2,4,2,2,50,+22
Tyrese Maxey,17:00,3,11,.273,0,0,,0,0,,2,1,3,3,0,0,3,2,6,-11
Dwight Howard,12:44,4,5,.800,0,0,,0,1,.000,4,6,10,1,0,0,0,1,8,-15
Furkan Korkmaz,11:27,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,2,2,2,-11
Mike Scott,8:37,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-20
Isaiah Joe,6:25,0,2,.000,0,1,.000,0,0,,1,0,1,0,1,0,0,0,0,-2
