Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Chris Paul,35:45,8,16,.500,1,5,.200,2,2,1.000,1,5,6,8,2,0,2,3,19,+4
Mikal Bridges,35:09,5,8,.625,1,2,.500,0,0,,2,5,7,2,1,0,2,1,11,+6
Devin Booker,33:42,6,14,.429,2,5,.400,2,2,1.000,0,6,6,2,1,0,4,2,16,-5
Jae Crowder,30:28,3,11,.273,2,9,.222,0,0,,0,5,5,4,0,1,0,1,8,0
Deandre Ayton,29:10,9,12,.750,0,0,,1,1,1.000,3,6,9,1,0,2,2,2,19,0
Dario Šarić,18:48,3,9,.333,0,3,.000,2,2,1.000,1,3,4,1,0,0,0,2,8,+4
Cameron Johnson,18:45,3,5,.600,1,3,.333,0,0,,1,4,5,3,0,0,0,0,7,+2
Langston Galloway,13:42,3,6,.500,2,4,.500,0,0,,0,0,0,0,0,0,2,1,8,+11
Cameron Payne,12:51,2,4,.500,0,1,.000,0,0,,1,2,3,2,0,0,1,2,4,-2
Torrey Craig,11:40,1,5,.200,0,4,.000,2,2,1.000,0,2,2,3,0,0,0,2,4,0
