Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,39:08,9,13,.692,5,7,.714,2,2,1.000,1,3,4,7,0,1,4,2,25,0
Kawhi Leonard,34:11,7,17,.412,3,5,.600,7,8,.875,0,3,3,4,2,0,2,2,24,-1
Serge Ibaka,30:20,9,12,.750,1,2,.500,0,0,,3,4,7,2,0,1,1,1,19,+14
Nicolas Batum,30:17,4,10,.400,2,8,.250,0,0,,0,6,6,6,2,0,0,1,10,+10
Patrick Beverley,27:59,2,8,.250,1,3,.333,2,3,.667,3,3,6,1,2,0,2,4,7,+14
Luke Kennard,17:47,3,5,.600,2,3,.667,0,0,,1,3,4,1,0,1,2,1,8,-22
Marcus Morris,17:43,1,7,.143,0,2,.000,0,0,,0,2,2,1,0,0,1,0,2,-20
Ivica Zubac,16:56,1,4,.250,0,0,,0,0,,1,3,4,1,0,1,3,2,2,-26
Lou Williams,16:23,3,6,.500,0,1,.000,0,0,,1,0,1,0,0,1,3,2,6,-25
Reggie Jackson,6:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2
Terance Mann,0:43,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2
Mfiondu Kabengele,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Daniel Oturu,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Amir Coffey,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
