Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,1,240,40,94,.426,14,40,.350,14,18,.778,15,23,38,26,7,1,5,16,108
CLE,0,240,41,80,.513,10,30,.333,10,14,.714,11,36,47,27,4,1,16,20,102
