Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Caris LeVert,36:18,14,24,.583,5,9,.556,3,3,1.000,0,4,4,5,0,0,3,4,36,-17
Oshae Brissett,35:58,4,10,.400,2,5,.400,4,4,1.000,2,7,9,1,2,3,1,4,14,+2
Edmond Sumner,22:34,6,9,.667,1,2,.500,3,3,1.000,0,1,1,1,0,0,0,2,16,-5
JaKarr Sampson,20:20,4,6,.667,0,0,,0,0,,1,4,5,0,0,1,1,5,8,-18
Malcolm Brogdon,12:00,0,5,.000,0,3,.000,1,2,.500,0,4,4,2,0,0,1,0,1,-7
Doug McDermott,32:18,6,11,.545,1,5,.200,2,2,1.000,3,1,4,4,0,0,1,2,15,-18
Aaron Holiday,25:05,3,9,.333,2,5,.400,4,4,1.000,1,4,5,3,2,1,2,2,12,-6
Justin Holiday,20:33,1,7,.143,0,6,.000,2,2,1.000,0,0,0,1,0,1,0,1,4,-15
T.J. McConnell,20:13,2,8,.250,0,1,.000,0,0,,0,2,2,5,3,0,1,2,4,+2
Kelan Martin,12:31,1,6,.167,0,3,.000,1,1,1.000,0,4,4,1,1,0,0,1,3,+1
Amida Brimah,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Cassius Stanley,1:05,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
