Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Donovan Mitchell,38:33,14,32,.438,4,11,.364,10,12,.833,1,2,3,6,1,0,3,3,42,+8
Royce O'Neale,37:27,1,2,.500,0,1,.000,0,0,,2,10,12,2,0,1,0,5,2,+14
Bojan Bogdanović,35:36,10,18,.556,6,10,.600,7,8,.875,0,5,5,1,0,0,2,2,33,+7
Rudy Gobert,33:16,5,7,.714,0,0,,2,5,.400,1,11,12,3,0,0,2,2,12,+1
Joe Ingles,30:35,6,16,.375,3,9,.333,3,4,.750,2,2,4,6,0,1,3,3,18,-2
Georges Niang,15:36,2,3,.667,1,2,.500,0,0,,1,1,2,0,1,0,1,2,5,-12
Derrick Favors,14:44,2,3,.667,0,0,,2,2,1.000,1,0,1,0,0,1,1,3,6,-5
Miye Oni,14:38,1,2,.500,1,2,.500,0,0,,1,3,4,2,0,0,0,2,3,-15
Trent Forrest,12:07,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,2,0,0,-7
Matt Thomas,7:28,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-9
