Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jimmy Butler,35:41,9,17,.529,1,4,.250,8,13,.615,1,7,8,11,3,1,2,2,27,+11
Kelly Olynyk,34:40,7,14,.500,4,8,.500,2,2,1.000,2,5,7,2,2,1,2,3,20,+11
Kendrick Nunn,28:34,6,12,.500,1,4,.250,0,0,,1,1,2,2,1,0,1,1,13,+11
Duncan Robinson,22:28,3,12,.250,3,12,.250,0,0,,1,1,2,1,0,0,0,2,9,-11
KZ Okpala,11:13,2,4,.500,1,3,.333,0,0,,2,1,3,1,1,0,0,3,5,-4
Tyler Herro,28:50,7,15,.467,1,7,.143,2,2,1.000,0,4,4,5,1,0,1,0,17,+8
Goran Dragić,25:47,4,11,.364,3,6,.500,0,0,,0,3,3,5,0,0,1,0,11,+8
Andre Iguodala,23:02,1,2,.500,1,2,.500,0,0,,0,5,5,0,0,0,0,0,3,+1
Maurice Harkless,14:24,1,3,.333,1,3,.333,0,0,,1,3,4,0,0,1,1,2,3,+5
Chris Silva,10:48,0,0,,0,0,,1,3,.333,0,4,4,0,0,1,1,3,1,+5
Precious Achiuwa,4:33,1,1,1.000,0,0,,0,2,.000,1,1,2,0,0,0,1,0,2,-5
