Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jamal Murray,30:48,9,15,.600,4,6,.667,4,4,1.000,1,1,2,5,0,0,2,1,26,+30
Nikola Jokić,30:07,8,10,.800,1,2,.500,2,2,1.000,1,10,11,13,2,0,0,3,19,+34
Monte Morris,28:12,6,9,.667,1,2,.500,0,0,,0,0,0,3,0,1,0,0,13,+27
Michael Porter,27:54,7,11,.636,5,8,.625,1,2,.500,0,10,10,0,0,0,2,1,20,+29
Will Barton,27:38,7,14,.500,1,2,.500,0,0,,1,5,6,5,1,0,1,1,15,+27
Facundo Campazzo,24:13,4,5,.800,1,2,.500,0,0,,0,2,2,1,3,0,3,3,9,+5
Zeke Nnaji,15:29,1,3,.333,0,0,,1,1,1.000,0,5,5,0,0,0,0,3,3,+6
PJ Dozier,14:30,3,7,.429,1,4,.250,2,3,.667,1,5,6,1,0,1,1,0,9,+6
Isaiah Hartenstein,12:01,1,4,.250,0,0,,0,0,,1,0,1,1,0,0,1,3,2,-1
R.J. Hampton,9:14,2,5,.400,0,0,,2,2,1.000,1,2,3,0,0,0,0,0,6,+2
Greg Whittington,5:52,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
Vlatko Čančar,5:52,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,-3
Bol Bol,4:37,1,3,.333,1,2,.500,0,0,,0,2,2,0,0,1,2,1,3,-5
Markus Howard,3:33,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,1,-4
