Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jamal Murray,30:48,.776,.733,.400,.267,4.3,3.1,3.6,22.3,0.0,0.0,10.7,27.1,144,102,8.7
Nikola Jokić,30:07,.873,.850,.200,.200,4.4,31.9,20.4,57.2,3.2,0.0,0.0,16.1,195,89,25.3
Monte Morris,28:12,.722,.722,.222,.000,0.0,0.0,0.0,13.2,0.0,4.2,0.0,14.2,150,100,3.6
Michael Porter,27:54,.842,.864,.727,.182,0.0,34.4,20.0,0.0,0.0,0.0,14.4,22.1,125,96,6.2
Will Barton,27:38,.536,.536,.143,.000,4.8,17.4,12.1,23.6,1.7,0.0,6.7,24.1,116,96,1.9
Facundo Campazzo,24:13,.900,.900,.400,.000,0.0,7.9,4.6,4.8,5.9,0.0,37.5,14.7,98,88,1.4
Zeke Nnaji,15:29,.436,.333,.000,.333,0.0,31.0,18.0,0.0,0.0,0.0,0.0,9.9,92,96,-8.7
PJ Dozier,14:30,.541,.500,.571,.429,9.2,33.1,23.1,8.5,0.0,8.1,10.7,28.6,107,91,0.7
Isaiah Hartenstein,12:01,.250,.250,.000,.000,11.1,0.0,4.6,8.9,0.0,0.0,20.0,18.5,68,102,-17.6
R.J. Hampton,9:14,.510,.400,.000,.400,14.4,20.8,18.1,0.0,0.0,0.0,0.0,28.3,116,99,-5.4
Vlatko Čančar,5:52,,,,,0.0,16.4,9.5,16.7,0.0,0.0,,0.0,231,100,4.6
Greg Whittington,5:52,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,103,-21.2
Bol Bol,4:37,.500,.500,.667,.000,0.0,41.6,24.2,0.0,0.0,25.4,40.0,48.1,52,78,-17.0
Markus Howard,3:33,.266,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,60,103,-19.2
