Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
IND,240,.569,.527,.319,.231,19.5,81.3,46.6,61.4,7.5,1.9,15.9,100.0,106.4,121.3
PHI,240,.684,.653,.398,.182,18.8,80.5,53.4,54.0,9.3,9.7,16.7,100.0,121.3,106.4
