Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHO,240,.492,.452,.333,.258,30.8,77.8,52.6,60.5,8.5,9.4,7.2,100.0,108.8,105.6
DET,240,.528,.512,.376,.235,22.2,69.2,47.4,53.8,3.2,4.8,12.2,100.0,105.6,108.8
