Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Kuzma,34:07,.586,.600,.500,.150,18.0,35.2,25.8,12.1,1.5,0.0,12.3,31.1,121,131,-2.1
Dennis Schröder,34:01,.631,.600,.200,.250,0.0,4.4,2.0,37.9,1.5,2.6,11.9,32.3,133,132,5.1
Markieff Morris,30:16,.550,.550,.700,.000,0.0,24.8,11.2,11.2,0.0,0.0,0.0,14.4,139,136,-1.9
Kentavious Caldwell-Pope,29:09,1.250,1.250,.500,.000,0.0,5.1,2.3,7.8,0.0,0.0,0.0,6.0,245,138,1.2
Damian Jones,14:41,,,,,8.4,0.0,4.6,0.0,0.0,5.9,,0.0,222,132,-12.1
Montrezl Harrell,32:47,.591,.591,.045,.000,26.3,22.9,24.7,4.9,0.0,2.7,8.3,31.9,127,133,-3.3
Talen Horton-Tucker,19:02,.418,.333,.111,.444,0.0,15.8,7.1,30.4,5.4,0.0,15.7,29.2,101,124,-6.9
Alfonzo McKinnie,15:52,.799,.750,.333,.333,7.8,9.5,8.5,0.0,3.3,0.0,0.0,18.9,175,130,5.2
Wesley Matthews,15:48,.000,.000,.000,.000,7.8,0.0,4.3,12.4,3.3,0.0,33.3,8.3,63,131,-11.5
Jared Dudley,14:17,,,,,0.0,31.5,14.2,13.7,3.6,0.0,,0.0,224,127,1.2
