Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tim Hardaway,38:33,.455,.417,.556,.222,0.0,5.0,2.8,15.2,2.6,2.8,9.2,26.0,87,85,0.4
Luka Dončić,35:49,.520,.477,.455,.409,3.4,37.5,22.3,47.1,0.0,3.0,16.1,39.8,96,85,6.9
Josh Richardson,34:47,.550,.550,.500,.000,3.4,5.5,4.6,16.5,0.0,0.0,16.7,15.9,99,93,-2.0
Dwight Powell,28:07,.362,.000,1.000,4.000,0.0,27.3,15.2,5.3,3.5,0.0,0.0,4.5,93,81,-1.0
Dorian Finney-Smith,22:25,.750,.750,.625,.000,5.4,17.1,11.9,0.0,0.0,0.0,0.0,16.5,140,90,4.7
Maxi Kleber,27:32,.644,.500,1.000,.667,0.0,13.9,7.7,5.8,1.8,3.9,20.5,8.2,108,84,0.9
Trey Burke,17:19,.592,.400,.200,.800,0.0,16.6,9.2,0.0,0.0,0.0,12.9,20.7,105,90,-5.8
Jalen Brunson,12:11,.200,.200,.000,.000,0.0,23.6,13.1,28.1,8.1,0.0,16.7,22.7,50,72,-3.1
James Johnson,12:11,.800,.800,.400,.000,0.0,23.6,13.1,19.5,8.1,0.0,28.6,26.5,101,71,12.5
Willie Cauley-Stein,11:06,.000,.000,.000,.000,10.8,17.3,14.4,0.0,0.0,0.0,66.7,12.5,24,90,-18.2
