Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,38:14,9,23,.391,5,8,.625,5,5,1.000,0,6,6,6,1,0,1,3,28,+15
RJ Barrett,34:00,5,12,.417,1,1,1.000,4,6,.667,2,5,7,3,0,0,0,0,15,+21
Reggie Bullock,33:33,4,9,.444,2,6,.333,3,3,1.000,1,4,5,1,1,0,1,3,13,+13
Taj Gibson,33:25,3,5,.600,0,1,.000,0,0,,5,7,12,2,0,5,1,4,6,+7
Elfrid Payton,17:55,4,8,.500,0,1,.000,2,2,1.000,0,5,5,2,2,0,2,2,10,0
Derrick Rose,26:37,11,15,.733,3,5,.600,0,0,,0,2,2,2,1,0,1,1,25,+16
Immanuel Quickley,16:09,3,6,.500,2,3,.667,0,0,,0,1,1,0,0,0,2,3,8,+1
Alec Burks,15:45,4,7,.571,1,1,1.000,0,2,.000,0,2,2,2,0,0,0,1,9,-9
Norvel Pelle,14:35,1,1,1.000,0,0,,0,0,,0,2,2,1,0,3,0,2,2,+7
Obi Toppin,9:46,1,3,.333,0,1,.000,0,0,,0,3,3,0,1,0,0,2,2,-1
