Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ja Morant,26:50,5,12,.417,0,2,.000,2,2,1.000,3,2,5,5,1,0,3,2,12,-22
De'Anthony Melton,26:46,5,12,.417,1,6,.167,0,0,,2,4,6,4,0,0,1,0,11,-8
Jonas Valančiūnas,25:02,5,9,.556,0,1,.000,0,0,,4,7,11,1,1,0,1,2,10,-12
Xavier Tillman,24:00,3,9,.333,0,5,.000,3,3,1.000,3,1,4,0,0,1,1,0,9,-11
Desmond Bane,23:55,2,8,.250,0,4,.000,0,0,,0,2,2,1,0,0,1,0,4,-19
John Konchar,28:00,3,6,.500,0,1,.000,1,2,.500,1,2,3,2,0,0,0,3,7,-17
Gorgui Dieng,22:58,3,7,.429,1,3,.333,8,8,1.000,1,3,4,2,1,1,2,2,15,-19
Sean McDermott,21:18,3,5,.600,1,3,.333,2,2,1.000,1,3,4,1,0,1,0,1,9,-7
Justise Winslow,21:14,3,14,.214,1,4,.250,2,4,.500,2,5,7,0,1,1,2,2,9,-23
Tyus Jones,19:57,4,11,.364,1,4,.250,2,2,1.000,0,3,3,3,1,0,1,0,11,-17
