Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,0,240,42,94,.447,12,33,.364,6,9,.667,11,28,39,26,12,3,10,15,102
UTA,1,240,37,78,.474,17,41,.415,15,18,.833,9,40,49,20,3,3,20,15,106
