Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,34:07,15,26,.577,1,6,.167,12,13,.923,0,5,5,5,0,1,2,3,43,+18
Chris Paul,32:06,5,8,.625,1,2,.500,0,0,,0,6,6,15,1,0,4,1,11,+18
Mikal Bridges,27:01,4,5,.800,0,0,,1,1,1.000,3,4,7,2,2,2,1,0,9,+14
Deandre Ayton,25:48,9,11,.818,0,0,,4,4,1.000,2,8,10,1,1,0,0,4,22,+13
Frank Kaminsky,15:53,3,9,.333,1,3,.333,2,2,1.000,1,1,2,0,0,0,0,1,9,-4
Jae Crowder,26:55,0,4,.000,0,2,.000,0,0,,0,6,6,0,0,0,3,0,0,+19
E'Twaun Moore,18:34,0,4,.000,0,0,,0,0,,1,2,3,3,2,0,2,0,0,+3
Abdel Nader,18:18,1,4,.250,0,2,.000,3,3,1.000,0,1,1,0,0,1,1,3,5,+3
Cameron Johnson,16:10,2,9,.222,1,5,.200,1,1,1.000,0,3,3,0,0,0,2,1,6,+10
Dario Šarić,15:53,5,7,.714,3,5,.600,0,0,,1,2,3,0,0,1,1,3,13,+16
Jalen Smith,3:05,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-5
Cameron Payne,3:05,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,-5
Jevon Carter,3:05,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-5
