Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tobias Harris,28:30,10,18,.556,1,2,.500,2,2,1.000,3,6,9,7,2,1,1,1,23,+36
Seth Curry,26:15,9,16,.563,3,6,.500,0,0,,1,3,4,4,0,0,0,3,21,+29
Ben Simmons,26:02,6,9,.667,0,0,,2,5,.400,1,3,4,9,1,0,3,0,14,+21
Danny Green,22:31,6,9,.667,4,7,.571,0,0,,1,4,5,0,0,2,1,2,16,+24
Tony Bradley,20:49,2,3,.667,0,0,,0,0,,2,6,8,4,0,0,0,3,4,+18
Dwight Howard,19:43,4,5,.800,0,0,,0,0,,1,7,8,2,1,1,1,3,8,+19
Matisse Thybulle,16:32,4,4,1.000,2,2,1.000,0,0,,0,3,3,1,3,1,0,4,10,+16
Furkan Korkmaz,15:04,5,7,.714,4,4,1.000,2,2,1.000,0,1,1,2,0,0,0,2,16,+8
Shake Milton,14:40,2,5,.400,0,0,,0,0,,1,0,1,4,0,0,3,4,4,+16
Mike Scott,13:08,2,6,.333,0,3,.000,0,0,,0,3,3,0,0,0,0,1,4,+2
Tyrese Maxey,8:47,2,5,.400,0,0,,1,2,.500,0,1,1,2,0,1,1,0,5,-5
Isaiah Joe,7:28,2,5,.400,1,4,.250,0,0,,0,1,1,0,0,0,0,0,5,-2
Vincent Poirier,7:28,1,4,.250,0,0,,0,0,,3,1,4,0,0,0,1,3,2,-2
Terrance Ferguson,6:41,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-2
Paul Reed,6:22,1,1,1.000,0,0,,0,0,,0,2,2,0,0,1,0,0,2,-3
