Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Khris Middleton,39:07,6,17,.353,1,4,.250,9,9,1.000,4,6,10,4,2,0,5,1,22,+5
Giannis Antetokounmpo,36:14,10,19,.526,1,1,1.000,5,9,.556,2,9,11,8,2,1,4,4,26,+9
Donte DiVincenzo,29:51,2,9,.222,1,5,.200,2,2,1.000,2,5,7,4,0,0,2,0,7,+5
Brook Lopez,27:21,5,11,.455,2,7,.286,0,0,,1,5,6,1,2,2,1,5,12,-3
D.J. Augustin,20:41,1,3,.333,1,3,.333,0,0,,0,2,2,1,1,0,2,1,3,+2
Pat Connaughton,30:19,6,11,.545,3,7,.429,0,0,,2,7,9,0,1,1,1,2,15,-3
Jrue Holiday,22:35,6,14,.429,1,3,.333,2,2,1.000,1,1,2,3,2,0,1,3,15,+3
Bobby Portis,15:07,4,6,.667,0,1,.000,0,0,,0,3,3,0,0,0,0,2,8,-4
Bryn Forbes,11:56,0,3,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,1,0,-6
Thanasis Antetokounmpo,6:49,2,2,1.000,0,0,,0,0,,1,1,2,0,1,1,0,0,4,-3
