Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jonas Valančiūnas,39:07,6,11,.545,0,1,.000,2,2,1.000,0,14,14,2,1,3,1,2,14,+9
Kyle Anderson,36:43,9,17,.529,4,8,.500,6,8,.750,3,4,7,3,0,0,4,4,28,+13
Dillon Brooks,35:17,9,19,.474,2,4,.500,4,4,1.000,3,4,7,4,3,0,5,5,24,+15
Grayson Allen,23:57,0,5,.000,0,4,.000,3,4,.750,1,3,4,1,1,0,2,0,3,+1
Ja Morant,12:36,2,7,.286,0,0,,3,3,1.000,1,1,2,3,0,0,4,1,7,+4
Tyus Jones,34:43,4,12,.333,0,2,.000,1,1,1.000,1,4,5,4,2,0,1,2,9,-8
Brandon Clarke,28:58,6,11,.545,1,1,1.000,3,7,.429,4,3,7,2,1,0,0,0,16,0
Desmond Bane,23:55,2,6,.333,2,5,.400,0,0,,1,2,3,0,0,0,1,3,6,-6
John Konchar,15:51,1,3,.333,0,1,.000,0,0,,0,2,2,0,1,0,0,0,2,+1
Gorgui Dieng,13:53,3,7,.429,1,3,.333,0,0,,2,3,5,1,1,1,1,0,7,-4
