Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jonas Valančiūnas,39:07,.589,.545,.091,.182,0.0,35.8,17.9,8.0,1.2,7.0,7.8,13.4,120,92,2.9
Kyle Anderson,36:43,.682,.647,.471,.471,8.2,10.9,9.5,14.9,0.0,0.0,16.3,27.3,124,109,4.4
Dillon Brooks,35:17,.578,.526,.211,.211,8.5,11.3,9.9,21.1,4.1,0.0,19.4,29.8,106,99,2.7
Grayson Allen,23:57,.222,.000,.800,.800,4.2,12.5,8.4,5.3,2.0,0.0,22.8,14.9,52,104,-11.2
Ja Morant,12:36,.421,.286,.000,.429,7.9,7.9,7.9,37.6,0.0,0.0,32.5,39.9,75,110,-15.0
Tyus Jones,34:43,.362,.333,.167,.083,2.9,11.5,7.2,17.0,2.8,0.0,7.4,15.8,92,102,-4.8
Brandon Clarke,28:58,.568,.591,.091,.636,13.8,10.4,12.1,11.8,1.7,0.0,0.0,19.9,133,105,5.9
Desmond Bane,23:55,.500,.500,.833,.000,4.2,8.4,6.3,0.0,0.0,0.0,14.3,12.0,96,110,-8.3
John Konchar,15:51,.333,.333,.333,.000,0.0,12.6,6.3,0.0,3.1,0.0,0.0,7.7,77,101,-5.8
Gorgui Dieng,13:53,.500,.500,.429,.000,14.4,21.6,18.0,12.5,3.5,6.6,12.5,23.5,106,93,5.8
