Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,240,.532,.516,.402,.120,19.6,81.8,50.0,65.9,10.4,8.5,8.5,100.0,107.4,106.4
MEM,240,.563,.540,.322,.092,18.2,80.4,50.0,67.5,6.3,9.1,15.0,100.0,106.4,107.4
