Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAS,1,240,39,85,.459,7,22,.318,16,19,.842,6,34,40,22,6,6,16,24,101
LAC,0,240,49,88,.557,17,33,.515,19,30,.633,5,39,44,23,10,3,8,20,134
