Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DeMar DeRozan,28:07,7,18,.389,0,0,,5,5,1.000,0,3,3,3,1,0,4,2,19,-30
Dejounte Murray,27:13,4,12,.333,1,4,.250,0,1,.000,1,5,6,5,2,0,1,1,9,-13
Keldon Johnson,25:39,2,7,.286,1,3,.333,0,0,,0,3,3,2,0,1,0,4,5,-20
Derrick White,25:16,4,10,.400,1,3,.333,4,4,1.000,0,3,3,3,0,1,1,2,13,-16
Jakob Poeltl,21:08,4,4,1.000,0,0,,0,0,,3,3,6,2,0,1,2,3,8,-5
Drew Eubanks,23:39,2,5,.400,0,0,,0,0,,1,7,8,1,1,2,3,2,4,-26
Patty Mills,23:25,7,12,.583,3,7,.429,0,0,,0,1,1,3,0,0,1,2,17,-12
Devin Vassell,21:31,2,4,.500,1,1,1.000,3,3,1.000,0,2,2,1,0,1,0,3,8,-8
Luka Šamanić,17:31,6,8,.750,0,1,.000,2,4,.500,1,3,4,1,1,0,1,2,14,-5
Trey Lyles,12:40,1,3,.333,0,2,.000,2,2,1.000,0,2,2,1,1,0,2,2,4,-11
Tre Jones,8:12,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,0,0,-10
Quinndary Weatherspoon,5:39,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-9
