Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,1,240,48,98,.490,15,37,.405,6,12,.500,8,37,45,19,9,11,10,18,117
BRK,0,240,41,96,.427,17,42,.405,15,17,.882,14,39,53,18,5,1,16,11,114
