Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Eric Bledsoe,28:32,9,17,.529,2,6,.333,6,6,1.000,1,4,5,1,0,0,1,1,26,-28
Lonzo Ball,28:14,6,11,.545,1,6,.167,2,2,1.000,0,0,0,3,1,0,1,1,15,-29
James Johnson,26:35,2,12,.167,1,4,.250,2,2,1.000,4,2,6,6,0,0,1,3,7,-17
Zion Williamson,22:36,4,12,.333,0,0,,8,14,.571,2,2,4,6,2,0,2,2,16,-24
Steven Adams,20:06,4,6,.667,0,0,,0,2,.000,4,1,5,1,0,0,1,1,8,-10
Jaxson Hayes,24:15,5,7,.714,1,1,1.000,0,0,,3,3,6,0,0,0,1,3,11,-9
Wesley Iwundu,23:11,1,3,.333,0,2,.000,1,1,1.000,0,3,3,0,1,0,3,1,3,-11
Naji Marshall,22:55,0,2,.000,0,0,,5,6,.833,0,1,1,3,3,0,1,1,5,-4
Isaiah Thomas,19:00,4,12,.333,1,6,.167,2,2,1.000,0,0,0,3,1,0,1,1,11,+2
Willy Hernangómez,17:15,2,3,.667,0,0,,2,2,1.000,1,6,7,0,0,2,1,0,6,-14
Wenyen Gabriel,7:21,1,4,.250,0,2,.000,1,2,.500,2,1,3,0,1,0,1,0,3,+4
