Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MEM,240,.527,.510,.302,.219,35.4,86.4,59.8,47.7,6.0,16.7,13.2,100.0,111.0,112.0
ORL,240,.575,.512,.294,.329,13.6,64.6,40.2,52.6,10.0,7.5,9.3,100.0,112.0,111.0
