Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Brandon Ingram,31:40,5,15,.333,2,7,.286,3,4,.750,1,4,5,4,1,2,0,0,15,-11
Zion Williamson,29:14,11,19,.579,1,2,.500,3,6,.500,2,5,7,4,0,1,4,3,26,-14
Eric Bledsoe,28:44,6,13,.462,2,8,.250,1,1,1.000,1,3,4,5,0,0,2,0,15,-15
Lonzo Ball,27:49,3,8,.375,1,6,.167,0,0,,1,7,8,4,3,1,2,2,7,-4
Steven Adams,23:38,2,3,.667,0,1,.000,0,0,,1,1,2,1,1,0,3,2,4,-6
Nickeil Alexander-Walker,32:45,4,13,.308,1,8,.125,4,6,.667,0,5,5,4,3,3,0,1,13,-16
Josh Hart,18:55,1,3,.333,1,2,.500,0,0,,0,4,4,2,1,0,2,2,3,-18
Jaxson Hayes,13:26,3,3,1.000,0,0,,4,5,.800,2,3,5,0,2,0,0,3,10,-10
Nicolò Melli,10:32,1,3,.333,1,2,.500,1,1,1.000,0,4,4,0,0,0,0,1,4,+6
Kira Lewis,9:53,3,5,.600,2,2,1.000,2,4,.500,0,0,0,1,0,0,0,0,10,+4
Sindarius Thornwell,6:42,2,3,.667,1,2,.500,0,2,.000,1,0,1,1,0,0,1,0,5,+7
Wenyen Gabriel,6:42,0,3,.000,0,1,.000,0,0,,1,2,3,1,0,0,0,0,0,+7
