Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Harden,37:38,7,15,.467,3,7,.429,6,7,.857,0,5,5,11,2,1,1,1,23,+11
Kyrie Irving,33:48,7,17,.412,0,5,.000,2,4,.500,3,4,7,5,1,0,5,3,16,+12
Jeff Green,33:39,2,4,.500,1,3,.333,0,0,,1,2,3,1,2,0,1,0,5,-3
Joe Harris,30:09,7,10,.700,6,7,.857,1,2,.500,0,5,5,1,1,0,2,2,21,+12
Bruce Brown,19:35,3,7,.429,0,1,.000,3,5,.600,3,1,4,1,1,0,0,2,9,-7
Timothé Luwawu-Cabarrot,26:57,5,9,.556,5,8,.625,0,0,,0,2,2,3,2,0,1,6,15,+18
DeAndre Jordan,23:38,3,3,1.000,0,0,,1,4,.250,1,7,8,0,0,1,1,2,7,+17
Landry Shamet,18:59,3,6,.500,2,3,.667,2,2,1.000,0,2,2,0,0,0,1,0,10,0
Tyler Johnson,8:08,1,5,.200,1,4,.250,0,0,,0,2,2,1,0,0,0,2,3,+11
Andre Roberson,4:21,0,0,,0,0,,0,0,,0,1,1,0,0,1,1,0,0,-7
Noah Vonleh,3:08,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-9
