Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,36:33,10,16,.625,3,7,.429,8,9,.889,0,4,4,11,3,0,6,1,31,-26
Clint Capela,31:05,11,14,.786,0,0,,2,2,1.000,9,7,16,1,2,4,2,1,24,-4
Cam Reddish,30:31,3,13,.231,0,4,.000,3,3,1.000,1,4,5,0,5,1,1,2,9,-24
John Collins,30:13,3,13,.231,0,3,.000,2,2,1.000,2,1,3,0,1,0,2,3,8,-28
Kevin Huerter,30:13,2,7,.286,1,5,.200,0,0,,0,2,2,3,0,1,1,1,5,-23
Danilo Gallinari,24:08,2,14,.143,2,7,.286,3,4,.750,0,2,2,3,1,0,1,3,9,+9
Solomon Hill,18:15,3,4,.750,1,1,1.000,5,5,1.000,0,4,4,1,1,0,0,2,12,+12
Tony Snell,17:01,2,6,.333,2,2,1.000,0,0,,1,0,1,1,1,0,0,0,6,+11
Bruno Fernando,10:34,1,1,1.000,0,0,,0,0,,0,4,4,0,0,0,0,1,2,-1
Skylar Mays,6:07,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,+3
Brandon Goodwin,5:20,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+11
