Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ATL,240,.540,.478,.333,.278,27.1,75.7,48.2,55.3,14.0,10.9,11.4,100.0,109.3,121.3
BOS,240,.641,.633,.389,.111,24.3,72.9,51.8,52.0,8.0,20.0,16.0,100.0,121.3,109.3
