Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lonnie Walker,33:28,.610,.615,.385,.308,0.0,3.5,1.7,15.2,1.6,0.0,11.9,23.6,107,107,-3.2
Keldon Johnson,29:58,.417,.417,.250,.000,3.6,23.4,13.0,10.5,5.3,0.0,14.3,22.0,81,94,-7.1
Jakob Poeltl,29:45,.799,.750,.000,.750,14.3,27.5,20.6,23.6,0.0,11.7,15.8,20.0,149,95,8.0
Derrick White,28:37,.634,.529,.471,.471,7.5,20.5,13.7,56.9,1.8,9.1,4.6,35.4,141,96,20.0
Luka Šamanić,14:31,.250,.250,.250,.000,7.3,16.1,11.5,9.8,7.2,0.0,0.0,13.0,83,91,-6.5
Rudy Gay,24:04,.504,.462,.308,.154,0.0,19.5,9.3,7.4,2.2,0.0,6.7,29.1,97,101,-7.1
Devin Vassell,23:40,.200,.200,.400,.000,4.5,4.9,4.7,5.8,4.4,0.0,0.0,10.0,69,100,-10.3
Tre Jones,19:23,1.250,1.250,.500,.000,0.0,6.0,2.9,38.6,0.0,0.0,0.0,4.9,239,109,2.0
Drew Eubanks,18:15,.862,1.000,.000,3.000,11.7,12.8,12.2,24.9,0.0,0.0,17.7,14.6,159,108,4.8
Keita Bates-Diop,16:13,.450,.500,.000,.250,0.0,21.7,10.3,0.0,3.2,0.0,18.4,15.8,66,99,-11.5
Quinndary Weatherspoon,2:06,,,,,0.0,0.0,0.0,0.0,25.1,0.0,,0.0,0,54,11.6
