Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Fred VanVleet,38:36,.505,.500,.417,.167,2.9,9.3,6.0,26.6,2.7,2.9,7.2,16.4,122,129,0.7
Kyle Lowry,38:26,.735,.700,.533,.200,5.8,21.9,13.5,27.0,1.3,0.0,19.7,24.2,131,132,2.4
Pascal Siakam,38:08,.589,.548,.190,.667,11.7,15.7,13.6,15.0,1.3,2.9,3.6,33.7,130,131,2.9
OG Anunoby,38:03,.919,.950,.500,.200,5.9,18.9,12.2,0.0,1.3,0.0,8.4,14.3,165,132,4.7
Aron Baynes,13:24,.000,.000,.500,.000,0.0,44.8,21.6,0.0,0.0,0.0,33.3,10.2,0,130,-15.7
Norman Powell,26:06,.618,.429,.714,1.143,0.0,4.6,2.2,5.2,2.0,0.0,8.7,20.2,125,134,-2.3
Yuta Watanabe,15:54,.375,.375,.500,.000,7.0,15.1,10.9,0.0,0.0,7.0,20.0,14.4,75,132,-10.5
Chris Boucher,15:12,1.014,1.000,.750,.250,0.0,15.8,7.6,10.7,0.0,7.3,18.4,16.3,159,131,8.8
Alex Len,11:39,.266,.000,1.000,2.000,0.0,10.3,5.0,0.0,0.0,9.6,34.7,11.3,37,131,-15.4
Malachi Flynn,3:47,.000,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0,140,-47.2
DeAndre' Bembry,0:44,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,140,-7.7
