Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Peja Stojaković,39:22,7,20,.350,2,10,.200,1,1,1.000,0,14,14,0,1,0,0,2,17,+19
Doug Christie,36:22,4,8,.500,1,3,.333,0,0,,0,3,3,7,2,3,0,3,9,+19
Mike Bibby,35:38,6,16,.375,0,4,.000,0,0,,1,2,3,3,0,0,1,0,12,+21
Hedo Türkoğlu,34:03,7,12,.583,2,3,.667,6,6,1.000,1,4,5,2,0,1,0,3,22,+10
Vlade Divac,29:58,3,7,.429,1,1,1.000,1,2,.500,1,5,6,8,1,0,2,2,8,+19
Jim Jackson,24:20,9,12,.750,0,0,,3,3,1.000,1,6,7,2,1,0,0,2,21,+11
Keon Clark,18:02,0,4,.000,0,0,,1,2,.500,0,4,4,3,0,2,0,2,1,-1
Damon Jones,12:12,2,3,.667,1,1,1.000,0,0,,1,1,2,0,0,0,1,0,5,-3
Gerald Wallace,8:34,0,4,.000,0,0,,0,0,,1,2,3,0,0,0,1,1,0,-4
Mateen Cleaves,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
