Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bogdan Bogdanović,38:57,.778,.778,.556,.000,2.9,4.4,3.5,7.2,1.2,0.0,5.3,20.6,147,132,4.5
Trae Young,35:08,.666,.579,.316,.421,3.3,14.6,7.8,39.8,0.0,2.0,15.1,31.8,131,132,4.7
Clint Capela,30:35,.500,.500,.000,.000,11.2,33.6,20.2,0.0,1.5,0.0,16.7,16.5,96,130,-10.5
John Collins,29:57,.727,.733,.333,.333,7.6,28.6,16.0,0.0,1.6,2.4,10.4,27.0,129,128,1.4
Tony Snell,17:26,.000,.000,.667,.000,0.0,19.7,7.9,17.2,0.0,0.0,0.0,7.3,64,134,-8.6
Kevin Huerter,29:12,.400,.400,.500,.000,0.0,5.9,2.3,22.9,3.2,4.9,9.1,15.9,102,123,0.5
Danilo Gallinari,28:29,.545,.500,.583,.333,8.0,30.1,16.9,12.8,4.9,2.5,0.0,20.4,130,120,5.9
Lou Williams,15:18,.700,.700,.400,.000,0.0,0.0,0.0,24.4,0.0,0.0,28.6,19.3,110,135,-3.6
Solomon Hill,7:59,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-7.1
Onyeka Okongwu,6:58,.615,.500,.000,.500,16.4,24.6,19.7,0.0,0.0,10.3,0.0,14.8,147,123,-1.3
