Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bogdan Bogdanović,38:57,11,18,.611,6,10,.600,0,0,,1,1,2,2,1,0,1,3,28,+1
Trae Young,35:08,10,19,.526,2,6,.333,8,8,1.000,1,3,4,10,0,1,4,1,30,-8
Clint Capela,30:35,5,10,.500,0,0,,0,0,,3,6,9,0,1,0,2,4,10,-4
John Collins,29:57,10,15,.667,2,5,.400,3,5,.600,2,5,7,0,1,1,2,4,25,+7
Tony Snell,17:26,0,3,.000,0,2,.000,0,0,,0,2,2,3,0,0,0,0,0,-8
Kevin Huerter,29:12,3,10,.300,2,5,.400,0,0,,0,1,1,6,2,2,1,2,8,+4
Danilo Gallinari,28:29,5,12,.417,2,7,.286,3,4,.750,2,5,7,3,3,1,0,2,15,-8
Lou Williams,15:18,3,5,.600,1,2,.500,0,0,,0,0,0,3,0,0,2,0,7,-6
Solomon Hill,7:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
Onyeka Okongwu,6:58,1,2,.500,0,0,,1,1,1.000,1,1,2,0,0,1,0,1,3,-9
