Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Wiseman,30:34,4,11,.364,1,2,.500,0,0,,1,4,5,2,0,1,3,4,9,-32
Jordan Poole,29:37,3,15,.200,3,9,.333,1,2,.500,0,2,2,1,1,0,3,1,10,-32
Andrew Wiggins,26:30,5,9,.556,1,3,.333,4,4,1.000,0,4,4,2,0,0,2,0,15,-37
Kelly Oubre,18:28,3,11,.273,2,4,.500,1,1,1.000,2,5,7,1,0,0,2,0,9,-37
Juan Toscano-Anderson,11:17,0,0,,0,0,,0,0,,0,1,1,1,0,0,2,3,0,-20
Nico Mannion,30:24,3,7,.429,0,3,.000,4,5,.800,0,0,0,4,1,1,4,1,10,-17
Eric Paschall,22:37,3,9,.333,1,3,.333,2,2,1.000,0,6,6,2,1,1,2,1,9,-17
Mychal Mulder,18:09,1,6,.167,1,6,.167,0,0,,0,2,2,0,0,0,1,0,3,-6
Damion Lee,18:00,1,4,.250,1,2,.500,0,0,,2,2,4,2,0,0,1,5,3,-36
Kent Bazemore,14:49,1,4,.250,0,1,.000,1,2,.500,0,3,3,1,2,0,1,3,3,-12
Alen Smailagić,10:06,2,3,.667,1,1,1.000,1,2,.500,2,1,3,0,0,1,0,0,6,-8
Kevon Looney,9:29,0,0,,0,0,,0,0,,0,1,1,3,0,0,0,0,0,-11
