Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jamal Murray,42:10,11,27,.407,4,11,.364,4,5,.800,2,3,5,4,0,1,0,2,30,+6
Nikola Jokić,39:50,14,23,.609,3,6,.500,4,4,1.000,8,6,14,9,2,1,6,4,35,+6
Will Barton,25:37,1,6,.167,0,3,.000,0,0,,1,4,5,4,0,1,1,2,2,-2
Gary Harris,24:41,2,11,.182,2,7,.286,2,4,.500,1,4,5,0,1,0,0,4,8,+2
Paul Millsap,20:58,2,6,.333,0,1,.000,0,0,,4,5,9,1,0,1,1,2,4,+2
PJ Dozier,27:52,3,5,.600,2,3,.667,1,2,.500,1,3,4,3,3,1,0,2,9,-5
Monte Morris,25:07,3,7,.429,1,2,.500,0,0,,1,0,1,2,0,0,0,1,7,-5
JaMychal Green,19:48,2,8,.250,1,3,.333,0,0,,2,4,6,0,0,1,0,1,5,-4
Facundo Campazzo,11:14,2,4,.500,1,1,1.000,0,0,,1,0,1,2,0,0,1,5,5,-12
Isaiah Hartenstein,2:43,0,3,.000,0,0,,0,0,,2,0,2,0,0,0,0,0,0,-8
