Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Julius Randle,38:23,.545,.395,.421,.579,2.7,21.9,11.6,23.8,0.0,0.0,17.3,32.0,103,104,0.1
RJ Barrett,33:00,.713,.708,.500,.250,0.0,3.6,1.7,29.3,3.0,0.0,0.0,17.2,153,100,12.5
Nerlens Noel,28:01,.571,.571,.000,.286,18.6,34.3,25.9,6.1,1.8,15.2,0.0,12.0,139,86,8.0
Reggie Bullock,27:22,.455,.455,.727,.000,0.0,13.2,6.1,0.0,7.2,0.0,8.3,18.6,85,89,2.8
Elfrid Payton,16:59,.786,.786,.286,.000,6.1,21.2,13.1,40.6,0.0,0.0,12.5,20.0,143,104,12.2
Alec Burks,26:09,.372,.278,.444,.444,0.0,9.2,4.3,11.7,0.0,0.0,21.8,22.4,68,106,-12.2
Derrick Rose,23:17,.486,.400,.100,.300,0.0,5.2,2.4,15.4,0.0,0.0,20.9,26.2,84,106,-9.6
Taj Gibson,19:32,.258,.000,.000,.667,10.7,12.3,11.4,7.0,2.5,0.0,0.0,8.4,96,99,-2.6
Immanuel Quickley,17:35,.188,.188,.750,.000,0.0,34.1,15.9,0.0,0.0,0.0,0.0,19.3,43,102,-14.4
Obi Toppin,5:00,.500,.500,.000,.000,20.9,48.0,33.5,0.0,0.0,0.0,0.0,17.0,120,99,-1.2
Kevin Knox,4:37,.568,,,,22.6,26.0,24.2,0.0,10.6,0.0,0.0,8.1,150,79,14.5
Frank Ntilikina,0:05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,107,-6.4
