Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Davis,30:53,8,15,.533,0,2,.000,2,2,1.000,0,7,7,2,0,0,4,1,18,-16
LeBron James,28:21,7,17,.412,3,8,.375,5,7,.714,2,3,5,5,0,0,4,2,22,+2
Dennis Schröder,27:48,5,15,.333,2,5,.400,2,4,.500,1,11,12,8,0,0,1,4,14,-10
Kentavious Caldwell-Pope,23:03,2,4,.500,1,3,.333,4,4,1.000,0,2,2,1,2,1,2,2,9,-9
Marc Gasol,12:02,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,5,0,-8
Montrezl Harrell,32:15,6,7,.857,0,0,,5,7,.714,4,6,10,3,0,1,1,1,17,-3
Kyle Kuzma,26:38,6,11,.545,1,3,.333,2,2,1.000,0,1,1,0,0,0,2,2,15,+1
Markieff Morris,19:00,1,3,.333,1,2,.500,2,3,.667,1,3,4,1,0,0,0,0,5,+14
Alex Caruso,16:40,1,5,.200,1,4,.250,0,0,,0,2,2,1,0,0,3,0,3,+3
Wesley Matthews,11:06,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,0,0,-18
Talen Horton-Tucker,10:51,2,2,1.000,0,0,,2,2,1.000,0,1,1,0,1,0,1,3,6,+7
Quinn Cook,1:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
