Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,0,240,29,86,.337,12,38,.316,14,16,.875,10,41,51,18,4,9,11,24,84
NYK,1,240,31,87,.356,5,27,.185,24,34,.706,13,40,53,15,6,4,6,16,91
