Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Collin Sexton,37:05,9,16,.563,3,4,.750,6,9,.667,0,2,2,5,0,0,2,4,27,+6
Larry Nance,33:34,5,9,.556,1,1,1.000,2,2,1.000,5,8,13,8,3,2,2,4,13,+3
Isaac Okoro,33:32,4,5,.800,1,2,.500,2,2,1.000,0,3,3,5,0,0,2,1,11,+7
Darius Garland,32:33,7,13,.538,4,8,.500,4,4,1.000,0,6,6,6,1,0,2,3,22,+4
Andre Drummond,27:13,7,18,.389,0,1,.000,0,0,,3,11,14,4,1,0,5,2,14,-5
JaVale McGee,19:12,6,7,.857,0,1,.000,1,1,1.000,1,6,7,1,1,1,1,3,13,+12
Cedi Osman,17:57,4,9,.444,3,6,.500,0,0,,1,3,4,2,0,0,1,2,11,-4
Dean Wade,15:52,3,4,.750,1,2,.500,0,0,,0,0,0,3,3,0,2,3,7,+2
Damyean Dotson,13:32,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,+14
Dylan Windler,9:29,1,5,.200,1,4,.250,0,0,,0,0,0,0,2,0,1,0,3,-4
Marques Bolden,0:01,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0,0
