Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jimmy Butler,37:09,5,11,.455,0,1,.000,9,11,.818,3,5,8,9,1,0,0,1,19,-1
Bam Adebayo,34:55,8,15,.533,0,0,,1,2,.500,2,9,11,6,2,1,3,5,17,+2
Tyler Herro,34:15,8,15,.533,4,9,.444,0,0,,0,2,2,0,0,0,1,2,20,-3
Duncan Robinson,27:53,3,9,.333,3,8,.375,0,0,,0,2,2,3,1,0,1,2,9,+3
Kelly Olynyk,27:02,2,9,.222,2,8,.250,2,2,1.000,2,9,11,0,1,1,1,3,8,+8
Goran Dragić,28:26,4,11,.364,1,4,.250,1,1,1.000,1,1,2,4,1,0,6,2,10,-10
Andre Iguodala,20:58,1,3,.333,1,3,.333,0,0,,0,2,2,2,2,0,1,3,3,-11
Avery Bradley,13:11,3,5,.600,1,1,1.000,0,0,,1,1,2,0,1,0,0,3,7,+1
Precious Achiuwa,13:05,2,4,.500,0,0,,3,6,.500,0,4,4,0,2,0,0,0,7,-5
Max Strus,3:06,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+1
