Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,34:15,8,20,.400,4,9,.444,2,2,1.000,0,3,3,4,0,1,5,3,22,-12
Patrick Williams,31:59,2,6,.333,0,1,.000,1,2,.500,1,4,5,1,1,0,1,1,5,-9
Lauri Markkanen,29:11,7,15,.467,1,5,.200,2,2,1.000,2,3,5,2,1,0,0,1,17,-6
Tomáš Satoranský,25:31,4,8,.500,1,3,.333,2,2,1.000,0,2,2,4,0,0,2,2,11,-20
Thaddeus Young,21:05,4,6,.667,0,0,,0,0,,1,4,5,1,1,3,4,1,8,-15
Coby White,26:27,4,12,.333,1,5,.200,2,2,1.000,1,2,3,3,2,0,1,0,11,+10
Wendell Carter,22:23,3,5,.600,0,0,,1,2,.500,2,7,9,1,0,0,1,2,7,+5
Otto Porter,16:18,3,5,.600,0,2,.000,0,0,,2,3,5,1,1,0,1,0,6,+1
Ryan Arcidiacono,15:09,1,3,.333,1,2,.500,2,2,1.000,0,2,2,3,0,0,0,1,5,-5
Denzel Valentine,13:10,0,2,.000,0,1,.000,0,0,,1,2,3,1,0,0,0,1,0,+5
Daniel Gafford,4:32,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,0,2,+1
