Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Théo Maledon,35:48,2,12,.167,1,5,.200,1,2,.500,0,3,3,4,6,1,3,2,6,-1
Darius Bazley,34:15,6,13,.462,2,6,.333,4,4,1.000,0,12,12,2,0,2,2,2,18,-5
Hamidou Diallo,32:49,5,9,.556,0,1,.000,6,6,1.000,2,7,9,1,3,0,6,2,16,0
Al Horford,29:01,6,10,.600,2,4,.500,3,3,1.000,0,6,6,3,2,0,7,3,17,-2
Luguentz Dort,9:04,0,5,.000,0,2,.000,0,0,,0,0,0,2,0,0,0,0,0,+1
Justin Jackson,29:47,2,9,.222,0,5,.000,0,0,,1,4,5,2,0,0,1,3,4,+11
Kenrich Williams,23:08,7,8,.875,3,3,1.000,2,4,.500,2,4,6,2,0,0,1,0,19,+24
Isaiah Roby,18:59,6,9,.667,0,1,.000,1,2,.500,0,2,2,1,0,1,1,2,13,+19
Mike Muscala,16:56,2,7,.286,2,5,.400,2,2,1.000,0,5,5,2,1,0,0,0,8,+19
Darius Miller,10:13,0,1,.000,0,1,.000,3,3,1.000,0,3,3,0,1,1,0,0,3,+19
