Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,32:44,8,14,.571,4,8,.500,1,1,1.000,0,5,5,10,0,0,0,4,21,+31
Kawhi Leonard,31:09,6,13,.462,0,4,.000,5,5,1.000,1,2,3,4,4,0,0,0,17,+20
Ivica Zubac,24:54,3,4,.750,0,0,,4,4,1.000,1,4,5,3,0,1,2,2,10,+12
Marcus Morris,21:12,5,9,.556,3,5,.600,0,0,,0,4,4,1,0,0,0,5,13,+10
Reggie Jackson,20:30,3,5,.600,1,3,.333,0,0,,0,5,5,2,0,0,2,3,7,+23
Nicolas Batum,27:44,3,5,.600,0,2,.000,5,5,1.000,0,5,5,2,2,0,1,1,11,+19
Terance Mann,22:43,7,10,.700,0,2,.000,2,2,1.000,1,3,4,0,0,0,1,3,16,+12
Lou Williams,20:16,4,11,.364,1,4,.250,6,6,1.000,1,1,2,1,3,0,2,1,15,+10
Patrick Patterson,12:19,2,4,.500,0,0,,0,0,,2,2,4,1,0,0,1,3,4,+12
Amir Coffey,6:56,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,0,1,0,-5
Luke Kennard,6:31,3,4,.750,2,3,.667,0,0,,1,1,2,1,0,0,0,0,8,-3
Mfiondu Kabengele,6:31,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,0,0,1,3,-3
Daniel Oturu,6:31,0,3,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-3
