Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,0,240,38,81,.469,14,31,.452,20,21,.952,4,38,42,26,6,4,20,13,110
MEM,1,240,45,98,.459,13,32,.406,12,14,.857,12,34,46,29,14,6,12,18,115
