Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zion Williamson,41:54,14,17,.824,0,0,,9,15,.600,3,6,9,8,1,1,7,1,37,+14
Lonzo Ball,39:59,10,21,.476,8,17,.471,5,6,.833,0,11,11,8,3,0,5,1,33,+3
Brandon Ingram,39:55,4,17,.235,2,7,.286,4,8,.500,1,2,3,6,1,0,4,3,14,+7
Eric Bledsoe,35:00,6,10,.600,2,6,.333,2,4,.500,0,3,3,3,0,1,2,1,16,+4
Willy Hernangómez,27:20,4,7,.571,0,0,,4,4,1.000,6,6,12,0,1,0,0,5,12,+16
Jaxson Hayes,25:28,4,6,.667,0,0,,5,5,1.000,3,3,6,1,0,1,1,1,13,-11
James Johnson,21:15,2,5,.400,0,1,.000,1,2,.500,1,1,2,0,1,1,0,4,5,-4
Kira Lewis,16:38,1,3,.333,0,2,.000,2,2,1.000,0,2,2,4,0,0,0,3,4,-2
Naji Marshall,14:35,2,6,.333,2,3,.667,0,0,,0,4,4,4,1,1,1,0,6,+2
Wenyen Gabriel,2:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-9
