Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zion Williamson,41:54,.784,.824,.000,.882,7.3,14.9,11.1,34.5,1.1,2.2,22.9,29.1,126,116,7.9
Lonzo Ball,39:59,.698,.667,.810,.286,0.0,28.6,14.2,31.4,3.3,0.0,17.5,28.5,121,108,9.7
Brandon Ingram,39:55,.341,.294,.412,.471,2.6,5.2,3.9,19.1,1.1,0.0,16.3,24.4,78,119,-12.4
Eric Bledsoe,35:00,.680,.700,.600,.400,0.0,8.9,4.4,12.0,0.0,2.6,14.5,15.6,117,119,-0.9
Willy Hernangómez,27:20,.685,.571,.000,.571,22.4,22.8,22.6,0.0,1.6,0.0,0.0,12.7,163,113,-0.9
Jaxson Hayes,25:28,.793,.667,.000,.833,12.0,12.2,12.1,5.4,0.0,3.6,10.9,14.4,156,118,2.2
James Johnson,21:15,.425,.400,.200,.400,4.8,4.9,4.8,0.0,2.1,4.3,0.0,11.0,100,114,-6.5
Kira Lewis,16:38,.515,.333,.667,.667,0.0,12.5,6.2,29.1,0.0,0.0,0.0,9.3,148,119,-3.4
Naji Marshall,14:35,.500,.500,.500,.000,0.0,28.5,14.1,36.6,3.1,6.3,14.3,19.1,111,105,9.7
Wenyen Gabriel,2:56,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.6,0,122,-26.1
