Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,37:08,5,19,.263,0,5,.000,5,5,1.000,2,0,2,10,0,0,5,4,15,0
De'Andre Hunter,33:41,6,10,.600,1,2,.500,7,7,1.000,2,6,8,1,1,2,1,2,20,+4
John Collins,30:16,4,7,.571,1,1,1.000,3,6,.500,6,4,10,0,1,0,0,4,12,0
Clint Capela,27:17,2,6,.333,0,0,,3,4,.750,4,9,13,1,1,0,2,1,7,-4
Bogdan Bogdanović,10:50,2,6,.333,1,5,.200,0,0,,0,1,1,0,0,0,2,2,5,-1
Cam Reddish,33:37,6,17,.353,4,13,.308,5,6,.833,0,5,5,1,4,0,3,3,21,-5
Kevin Huerter,32:34,4,13,.308,3,10,.300,0,0,,2,2,4,6,0,0,0,3,11,-11
Solomon Hill,19:37,3,5,.600,3,5,.600,0,0,,0,3,3,3,3,1,0,2,9,-12
Brandon Goodwin,12:52,2,6,.333,1,4,.250,0,0,,0,0,0,3,0,0,1,0,5,-12
Nathan Knight,2:07,0,0,,0,0,,0,0,,1,0,1,0,0,1,0,1,0,+1
