Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trae Young,37:08,.354,.263,.263,.263,5.0,0.0,2.9,46.9,0.0,0.0,19.1,29.4,87,127,-10.2
De'Andre Hunter,33:41,.765,.650,.200,.700,5.5,23.8,13.0,5.6,1.5,6.5,7.1,17.4,154,116,6.0
John Collins,30:16,.622,.643,.143,.857,18.3,17.6,18.0,0.0,1.7,0.0,0.0,13.3,145,121,-0.9
Clint Capela,27:17,.451,.333,.000,.667,13.5,44.0,26.0,5.8,1.9,0.0,20.5,14.9,97,117,-4.7
Bogdan Bogdanović,10:50,.417,.417,.833,.000,0.0,12.3,5.0,0.0,0.0,0.0,25.0,30.7,60,125,-19.6
Cam Reddish,33:37,.535,.471,.765,.353,0.0,19.8,8.1,5.6,6.0,0.0,13.3,28.0,99,111,1.9
Kevin Huerter,32:34,.423,.423,.769,.000,5.7,8.2,6.7,31.5,0.0,0.0,0.0,16.6,119,126,-1.7
Solomon Hill,19:37,.900,.900,1.000,.000,0.0,20.4,8.3,27.5,7.7,5.6,0.0,10.6,187,103,21.6
Brandon Goodwin,12:52,.417,.417,.667,.000,0.0,0.0,0.0,42.2,0.0,0.0,14.3,22.6,95,128,-5.4
Nathan Knight,2:07,,,,,43.6,0.0,25.8,0.0,0.0,51.5,,0.0,234,88,6.8
