Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Mikal Bridges,42:02,6,11,.545,1,3,.333,0,0,,5,3,8,4,6,1,1,2,13,+5
Devin Booker,41:56,10,26,.385,4,11,.364,11,12,.917,1,5,6,3,2,0,3,3,35,+4
Chris Paul,38:11,5,16,.313,1,5,.200,5,6,.833,0,2,2,1,2,0,4,2,16,+1
Deandre Ayton,33:54,6,11,.545,0,0,,2,2,1.000,7,7,14,0,0,0,0,1,14,+4
Jae Crowder,32:56,0,9,.000,0,9,.000,2,2,1.000,3,5,8,4,1,0,3,2,2,+1
Torrey Craig,21:14,4,6,.667,1,2,.500,0,2,.000,3,1,4,1,2,1,1,2,9,0
Cameron Johnson,18:51,0,6,.000,0,6,.000,0,0,,0,1,1,1,0,0,1,1,0,-5
Dario Šarić,17:56,1,5,.200,0,1,.000,4,4,1.000,2,2,4,1,1,0,1,1,6,+3
Cameron Payne,14:49,2,6,.333,1,3,.333,1,1,1.000,0,2,2,2,1,0,0,3,6,+3
Langston Galloway,3:11,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+4
