Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,1,265,41,90,.456,13,29,.448,23,27,.852,9,33,42,29,3,3,17,13,118
PHO,0,265,55,105,.524,12,31,.387,12,13,.923,12,36,48,35,10,11,7,26,134
