Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaac Okoro,47:09,.802,.719,.250,.563,2.5,5.0,3.7,22.7,1.1,0.0,4.8,19.8,161,130,9.3
Cedi Osman,45:10,.538,.500,.429,.143,2.6,10.4,6.5,13.4,1.1,0.0,21.2,18.6,93,129,-5.4
Collin Sexton,38:32,.535,.500,.208,.292,6.1,15.3,10.7,37.2,0.0,0.0,15.6,37.1,101,130,-4.4
Jarrett Allen,37:03,.644,.636,.000,.455,12.7,12.7,12.7,23.1,1.4,1.9,13.2,18.3,129,126,3.7
Kevin Love,33:39,.322,.250,.400,.200,3.5,35.0,19.3,16.6,0.0,0.0,15.5,17.1,77,125,-7.8
Dean Wade,30:57,.357,.357,.857,.000,0.0,11.4,5.7,9.1,0.0,4.6,12.5,11.5,75,127,-5.6
Damyean Dotson,25:50,.583,.583,.500,.000,0.0,18.2,9.1,5.9,0.0,0.0,25.0,13.8,84,129,-9.2
Mfiondu Kabengele,4:44,1.330,1.500,1.000,2.000,0.0,24.9,12.4,0.0,0.0,0.0,0.0,17.7,263,128,18.0
Jeremiah Martin,0:58,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,0,134,-54.9
Brodric Thomas,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,134,-8.0
