Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Isaac Okoro,47:09,10,16,.625,3,4,.750,9,9,1.000,1,2,3,6,1,0,1,1,32,-19
Cedi Osman,45:10,5,14,.357,4,6,.667,2,2,1.000,1,4,5,4,1,0,4,2,16,-11
Collin Sexton,38:32,11,24,.458,2,5,.400,5,7,.714,2,5,7,7,0,0,5,5,29,-17
Jarrett Allen,37:03,7,11,.636,0,0,,3,5,.600,4,4,8,5,1,1,2,1,17,-13
Kevin Love,33:39,2,10,.200,1,4,.250,2,2,1.000,1,10,11,4,0,0,2,0,7,-10
Dean Wade,30:57,2,7,.286,1,6,.167,0,0,,0,3,3,2,0,2,1,0,5,0
Damyean Dotson,25:50,3,6,.500,1,3,.333,0,0,,0,4,4,1,0,0,2,2,7,+2
Mfiondu Kabengele,4:44,1,1,1.000,1,1,1.000,2,2,1.000,0,1,1,0,0,0,0,2,5,-10
Jeremiah Martin,0:58,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Brodric Thomas,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
