Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
OKC,0,240,36,83,.434,13,33,.394,22,27,.815,9,39,48,23,6,2,19,26,107
WAS,1,240,46,91,.505,10,31,.323,17,29,.586,8,34,42,31,8,2,12,19,119
