Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Derrick Jones,34:54,2,6,.333,1,3,.333,1,2,.500,0,3,3,0,1,0,0,0,6,-14
Damian Lillard,29:13,3,14,.214,0,8,.000,14,15,.933,1,4,5,4,1,0,4,1,20,-20
CJ McCollum,28:25,8,17,.471,7,11,.636,2,2,1.000,0,4,4,3,1,0,1,0,25,-12
Robert Covington,24:50,3,4,.750,2,3,.667,0,0,,0,3,3,1,1,1,2,5,8,-22
Jusuf Nurkić,22:46,2,4,.500,0,0,,0,0,,0,4,4,1,0,2,4,3,4,-21
Enes Kanter,25:14,4,9,.444,0,0,,2,2,1.000,4,6,10,0,0,0,1,2,10,-2
Carmelo Anthony,25:02,3,5,.600,0,2,.000,9,10,.900,0,5,5,2,0,0,1,2,15,-18
Rodney Hood,15:03,1,3,.333,1,2,.500,0,0,,0,2,2,1,0,0,2,0,3,-10
Anfernee Simons,10:18,1,4,.250,1,4,.250,0,0,,0,0,0,0,0,0,0,2,3,-14
Harry Giles,8:05,3,4,.750,0,1,.000,1,2,.500,0,5,5,0,0,1,1,0,7,+6
CJ Elleby,8:05,1,3,.333,0,2,.000,0,1,.000,0,0,0,0,0,0,0,1,2,+6
Keljin Blevins,8:05,1,3,.333,0,2,.000,0,0,,0,0,0,2,1,0,1,1,2,+6
