Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Derrick Jones,34:54,.436,.417,.500,.333,0.0,8.8,4.7,0.0,1.4,0.0,0.0,8.8,88,128,-5.7
Damian Lillard,29:13,.485,.214,.571,1.071,4.0,14.0,9.3,24.3,1.6,0.0,16.3,37.4,95,126,-6.8
CJ McCollum,28:25,.699,.676,.647,.118,0.0,14.4,7.7,27.4,1.7,0.0,5.3,29.5,132,126,11.5
Robert Covington,24:50,1.000,1.000,.750,.000,0.0,12.3,6.6,7.4,1.9,3.4,33.3,10.7,121,123,-0.3
Jusuf Nurkić,22:46,.500,.500,.000,.000,0.0,17.9,9.6,7.6,0.0,7.4,50.0,15.6,52,123,-12.5
Enes Kanter,25:14,.506,.444,.000,.222,18.6,24.3,21.6,0.0,0.0,0.0,9.2,19.2,110,127,-8.2
Carmelo Anthony,25:02,.798,.600,.400,2.000,0.0,20.4,10.9,14.6,0.0,0.0,9.6,18.5,155,128,2.2
Rodney Hood,15:03,.500,.500,.667,.000,0.0,13.6,7.2,11.1,0.0,0.0,40.0,14.8,65,130,-10.1
Anfernee Simons,10:18,.375,.375,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,75,133,-13.6
Harry Giles,8:05,.717,.750,.250,.500,0.0,63.2,33.7,0.0,0.0,10.4,17.0,32.3,105,110,6.5
CJ Elleby,8:05,.291,.333,.667,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,58,133,-17.6
Keljin Blevins,8:05,.333,.333,.667,.000,0.0,0.0,0.0,45.6,5.9,0.0,25.0,22.0,73,120,-5.1
