Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,1,240,45,87,.517,15,33,.455,13,21,.619,8,34,42,27,3,9,7,15,118
MEM,0,240,40,90,.444,13,39,.333,16,19,.842,11,34,45,27,5,5,9,17,109
