Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Donovan Mitchell,27:21,.750,.750,.444,.000,0.0,18.2,10.1,56.6,1.8,0.0,0.0,29.2,163,91,23.0
Royce O'Neale,26:14,.875,.875,.500,.000,0.0,18.9,10.6,10.3,3.8,0.0,33.3,10.2,116,86,4.8
Mike Conley,24:47,.676,.625,.500,.250,0.0,13.4,7.4,13.2,4.0,0.0,0.0,23.9,145,88,11.2
Bojan Bogdanović,23:51,.882,.875,.750,.625,0.0,10.4,5.8,19.5,0.0,0.0,16.4,22.7,149,98,12.3
Rudy Gobert,23:32,.840,.667,.000,1.333,17.7,24.6,21.6,0.0,0.0,9.9,17.4,10.9,165,85,4.5
Joe Ingles,25:32,.250,.250,1.000,.000,0.0,22.7,12.7,14.4,2.0,0.0,14.3,12.2,74,88,-7.3
Jordan Clarkson,20:47,.100,.100,.733,.000,0.0,8.0,4.4,0.0,0.0,0.0,11.8,36.3,20,99,-34.8
Derrick Favors,16:47,.615,.500,.000,.500,31.1,24.7,27.5,8.1,0.0,9.2,0.0,12.9,171,85,4.6
Georges Niang,16:10,.833,.833,.889,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,151,103,13.9
Miye Oni,9:10,.375,.375,1.000,.000,0.0,9.0,5.0,29.3,0.0,8.4,0.0,19.4,109,93,4.4
Trent Forrest,9:10,.000,.000,.000,.000,0.0,9.0,5.0,25.5,0.0,0.0,66.7,14.5,42,99,-15.0
Juwan Morgan,4:29,.500,.500,.000,.000,23.3,0.0,10.3,0.0,0.0,0.0,0.0,19.8,126,102,-6.7
Elijah Hughes,4:29,.750,.750,1.000,.000,0.0,36.9,20.6,35.3,0.0,0.0,0.0,19.8,168,87,19.4
Jarrell Brantley,4:06,.833,.833,.667,.000,0.0,0.0,0.0,66.6,0.0,0.0,0.0,32.5,171,102,24.8
Ersan İlyasova,3:35,,,,,29.1,23.1,25.8,0.0,0.0,0.0,100.0,12.4,59,93,-8.9
