Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,1,240,40,93,.430,8,32,.250,10,12,.833,10,30,40,30,14,8,13,21,98
ATL,0,240,38,83,.458,15,35,.429,25,30,.833,13,42,55,21,9,12,16,16,116
